,Date,Time,Type,Fee,Amount,Status
1970,06/10/2019,15:14:47,Withdrawal,$     2.50,$   100.00,Approved
1971,06/10/2019,20:11:56,Withdrawal,$     2.50,$   100.00,Approved
1972,06/09/2019,17:49:54,Withdrawal,$     2.50,$   400.00,Approved
1973,06/10/2019,20:19:19,Withdrawal,$     2.50,$   100.00,Approved
1976,06/11/2019,12:31:35,Withdrawal,$     2.50,$   400.00,Approved
1978,06/11/2019,12:33:00,Withdrawal,$     2.50,$   320.00,Approved
1979,06/11/2019,13:15:22,Withdrawal,$     2.50,$   100.00,Approved
1980,06/11/2019,13:43:33,Withdrawal,$     0.00,$   200.00,Bad Transaction
1981,06/11/2019,13:45:10,Withdrawal,$     0.00,$   100.00,Bad Transaction
1982,06/11/2019,13:44:29,Withdrawal,$     0.00,$   200.00,Bad Transaction
1983,06/11/2019,13:45:51,Withdrawal,$     0.00,$   100.00,Bad Transaction
1984,06/11/2019,13:48:12,Withdrawal,$     0.00,$   100.00,Bad Transaction
1985,06/11/2019,15:14:17,Withdrawal,$     2.50,$    20.00,Approved
1986,06/11/2019,15:53:03,Withdrawal,$     2.50,$    40.00,Approved
1987,06/11/2019,15:57:01,Withdrawal,$     2.50,$   300.00,Approved
1989,06/11/2019,21:44:23,Withdrawal,$     2.50,$    80.00,Approved
1991,06/11/2019,12:40:20,Withdrawal,$     2.50,$   200.00,Approved
1992,06/12/2019,09:27:42,Withdrawal,$     2.50,$   100.00,Approved
1994,06/13/2019,16:48:41,Withdrawal,$     2.50,$    60.00,Approved
1995,06/13/2019,19:09:12,Withdrawal,$     2.50,$   100.00,Approved
1996,06/13/2019,10:36:54,Withdrawal,$     2.50,$    40.00,Approved
1997,06/13/2019,20:45:17,Withdrawal,$     2.50,$   200.00,Approved
1999,06/14/2019,09:37:26,Withdrawal,$     0.00,$    20.00,Insufficient Funds
2000,06/13/2019,15:18:20,Withdrawal,$     2.50,$    20.00,Approved
2001,06/14/2019,08:30:19,Withdrawal,$     2.50,$   100.00,Approved
2002,06/14/2019,10:53:28,Withdrawal,$     2.50,$    60.00,Approved
2004,06/14/2019,12:34:52,Withdrawal,$     2.50,$   160.00,Approved
2005,06/14/2019,09:38:41,Withdrawal,$     2.50,$    20.00,Approved
2006,06/14/2019,18:24:08,Withdrawal,$     2.50,$   300.00,Approved
2007,06/14/2019,18:53:12,Withdrawal,$     2.50,$    60.00,Approved
2008,06/14/2019,15:47:06,Withdrawal,$     2.50,$    40.00,Approved
2009,06/15/2019,10:58:51,Withdrawal,$     2.50,$    40.00,Approved
2010,06/14/2019,12:42:15,Withdrawal,$     2.50,$    20.00,Approved
2011,06/15/2019,16:28:56,Withdrawal,$     2.50,$   180.00,Approved
2013,06/15/2019,18:05:00,Withdrawal,$     2.50,$    20.00,Approved
2014,06/15/2019,18:10:58,Withdrawal,$     2.50,$    40.00,Approved
2016,06/15/2019,20:11:54,Withdrawal,$     2.50,$    60.00,Approved
2018,06/16/2019,12:54:53,Withdrawal,$     2.50,$   100.00,Approved
2019,06/16/2019,16:10:25,Withdrawal,$     2.50,$   400.00,Approved
2021,06/16/2019,16:28:29,Withdrawal,$     2.50,$   400.00,Approved
2022,06/16/2019,16:29:24,Withdrawal,$     0.00,$   140.00,Insufficient Funds
2023,06/16/2019,16:47:50,Withdrawal,$     2.50,$   100.00,Approved
2025,06/16/2019,12:55:35,Withdrawal,$     2.50,$    60.00,Approved
2026,06/16/2019,16:31:02,Withdrawal,$     2.50,$   140.00,Approved
2027,06/17/2019,11:28:48,Withdrawal,$     2.50,$    40.00,Approved
2028,06/17/2019,10:34:32,Withdrawal,$     2.50,$    20.00,Approved
2029,06/17/2019,14:58:41,Withdrawal,$     0.00,$   100.00,Limit Exceeded
2030,06/17/2019,14:57:41,Withdrawal,$     2.50,$   400.00,Approved
2031,06/17/2019,20:24:32,Withdrawal,$     2.50,$   200.00,Approved
2034,06/18/2019,08:04:01,Withdrawal,$     2.50,$   220.00,Approved
2035,06/18/2019,11:31:07,Withdrawal,$     2.50,$    40.00,Approved
2036,06/18/2019,11:23:23,Withdrawal,$     2.50,$   100.00,Approved
2038,06/18/2019,15:45:48,Withdrawal,$     2.50,$   100.00,Approved
2039,06/18/2019,17:48:02,Withdrawal,$     2.50,$   300.00,Approved
2040,06/18/2019,16:17:25,Withdrawal,$     2.50,$    20.00,Approved
2041,06/18/2019,18:26:24,Withdrawal,$     2.50,$    20.00,Approved
2043,06/18/2019,18:24:57,Withdrawal,$     2.50,$   160.00,Approved
2044,06/19/2019,13:45:54,Withdrawal,$     0.00,$    40.00,Insufficient Funds
2046,06/19/2019,13:47:47,Withdrawal,$     2.50,$    40.00,Approved
2047,06/19/2019,16:56:31,Withdrawal,$     2.50,$    40.00,Approved
2049,06/20/2019,16:15:03,Withdrawal,$     2.50,$    20.00,Approved
2050,06/19/2019,13:46:58,Withdrawal,$     0.00,$    40.00,Insufficient Funds
2052,06/20/2019,16:42:50,Withdrawal,$     2.50,$   300.00,Approved
2053,06/20/2019,17:14:59,Withdrawal,$     2.50,$   400.00,Approved
2055,06/20/2019,20:37:06,Withdrawal,$     2.50,$    60.00,Approved
2056,06/21/2019,11:49:10,Withdrawal,$     2.50,$   200.00,Approved
2059,06/21/2019,17:22:06,Withdrawal,$     2.50,$   100.00,Approved
2060,06/21/2019,22:35:25,Withdrawal,$     0.00,$    40.00,Not Accepted
2062,06/21/2019,22:36:16,Withdrawal,$     0.00,$    40.00,Not Accepted
2063,06/21/2019,22:38:34,Withdrawal,$     2.50,$    20.00,Approved
2064,06/21/2019,22:37:43,Withdrawal,$     0.00,$    40.00,Not Accepted
2065,06/22/2019,10:53:13,Withdrawal,$     0.00,$   100.00,Insufficient Funds
2066,06/22/2019,10:54:48,Withdrawal,$     2.50,$   100.00,Approved
2067,06/21/2019,21:39:03,Withdrawal,$     2.50,$    40.00,Approved
2068,06/22/2019,10:54:06,Withdrawal,$     0.00,$   100.00,Insufficient Funds
2069,06/22/2019,14:34:50,Withdrawal,$     2.50,$   200.00,Approved
2070,06/22/2019,11:56:40,Withdrawal,$     2.50,$   100.00,Approved
2071,06/22/2019,14:39:34,Withdrawal,$     2.50,$    40.00,Approved
2072,06/22/2019,16:56:35,Withdrawal,$     2.50,$   100.00,Approved
2073,06/22/2019,20:34:21,Withdrawal,$     2.50,$    40.00,Approved
2075,06/22/2019,13:45:57,Withdrawal,$     2.50,$    20.00,Approved
2077,06/22/2019,22:38:02,Withdrawal,$     2.50,$    40.00,Approved
2078,06/23/2019,12:40:41,Withdrawal,$     2.50,$   100.00,Approved
2079,06/23/2019,15:01:25,Withdrawal,$     2.50,$    40.00,Approved
2080,06/23/2019,14:42:42,Withdrawal,$     2.50,$    20.00,Approved
2081,06/23/2019,15:11:07,Withdrawal,$     2.50,$    40.00,Approved
2082,06/23/2019,15:32:22,Withdrawal,$     2.50,$   400.00,Approved
2083,06/23/2019,19:30:24,Withdrawal,$     0.00,$   400.00,Limit Exceeded
2084,06/23/2019,15:11:50,Withdrawal,$     2.50,$    60.00,Approved
2085,06/23/2019,19:31:04,Withdrawal,$     2.50,$   300.00,Approved
2086,06/23/2019,12:32:14,Withdrawal,$     2.50,$    60.00,Approved
2087,06/24/2019,11:59:21,Withdrawal,$     2.50,$   220.00,Approved
2088,06/24/2019,16:23:32,Withdrawal,$     0.00,$    20.00,Bad Pin
2089,06/24/2019,12:45:04,Withdrawal,$     2.50,$    20.00,Approved
2090,06/24/2019,17:41:48,Withdrawal,$     2.50,$   100.00,Approved
2091,06/24/2019,17:45:32,Withdrawal,$     2.50,$    20.00,Approved
2095,06/25/2019,10:02:00,Withdrawal,$     2.50,$   100.00,Approved
2096,06/25/2019,10:04:47,Withdrawal,$     2.50,$    60.00,Approved
2097,06/24/2019,16:24:08,Withdrawal,$     2.50,$    20.00,Approved
2098,06/25/2019,08:20:17,Withdrawal,$     2.50,$    60.00,Approved
2099,06/25/2019,17:52:53,Withdrawal,$     2.50,$   220.00,Approved
2103,06/26/2019,18:18:42,Withdrawal,$     2.50,$   100.00,Approved
2104,06/26/2019,19:30:57,Withdrawal,$     2.50,$    80.00,Approved
2105,06/26/2019,19:28:52,Withdrawal,$     2.50,$   400.00,Approved
2106,06/26/2019,20:49:52,Withdrawal,$     2.50,$    20.00,Approved
2107,06/26/2019,20:49:05,Withdrawal,$     2.50,$    40.00,Approved
2109,06/27/2019,12:20:31,Withdrawal,$     2.50,$    40.00,Approved
2110,06/25/2019,14:25:26,Withdrawal,$     2.50,$   120.00,Approved
2111,06/27/2019,20:21:56,Withdrawal,$     2.50,$    20.00,Approved
2112,06/27/2019,10:24:46,Withdrawal,$     2.50,$    20.00,Approved
2116,06/28/2019,09:20:48,Withdrawal,$     2.50,$   160.00,Approved
2118,06/28/2019,17:33:20,Withdrawal,$     2.50,$    20.00,Approved
2119,06/29/2019,11:41:28,Withdrawal,$     2.50,$    20.00,Approved
2120,06/29/2019,09:39:23,Withdrawal,$     2.50,$    20.00,Approved
2121,06/29/2019,11:56:02,Withdrawal,$     2.50,$   100.00,Approved
2122,06/29/2019,13:04:49,Withdrawal,$     2.50,$   400.00,Approved
2124,06/29/2019,16:57:30,Withdrawal,$     2.50,$    80.00,Approved
2125,06/29/2019,17:49:52,Withdrawal,$     2.50,$    40.00,Approved
2126,06/29/2019,11:58:14,Withdrawal,$     2.50,$   100.00,Approved
2127,06/29/2019,19:08:47,Withdrawal,$     2.50,$   300.00,Approved
2128,06/29/2019,16:34:21,Withdrawal,$     2.50,$    60.00,Approved
2129,06/29/2019,22:11:29,Withdrawal,$     2.50,$    40.00,Approved
2130,06/29/2019,22:31:28,Withdrawal,$     2.50,$   100.00,Approved
2132,06/30/2019,12:40:36,Withdrawal,$     2.50,$    20.00,Approved
2133,06/30/2019,13:58:19,Withdrawal,$     2.50,$    40.00,Approved
2134,06/30/2019,18:07:26,Withdrawal,$     0.00,$    20.00,Insufficient Funds
2135,06/30/2019,16:32:10,Withdrawal,$     2.50,$   200.00,Approved
2137,06/30/2019,20:12:52,Withdrawal,$     0.00,$    20.00,Insufficient Funds
2138,07/01/2019,12:44:05,Withdrawal,$     2.50,$    20.00,Approved
2140,06/30/2019,18:08:10,Withdrawal,$     2.50,$    20.00,Approved
2141,07/01/2019,14:41:48,Withdrawal,$     2.50,$   200.00,Approved
2142,07/01/2019,14:15:58,Withdrawal,$     2.50,$   100.00,Approved
2145,07/01/2019,13:19:16,Withdrawal,$     2.50,$    20.00,Approved
2146,07/02/2019,11:27:54,Withdrawal,$     0.00,$    60.00,Insufficient Funds
2147,07/02/2019,12:17:47,Withdrawal,$     2.50,$    20.00,Approved
2148,07/02/2019,12:49:04,Withdrawal,$     2.50,$   400.00,Approved
2149,07/02/2019,18:35:00,Withdrawal,$     2.50,$    80.00,Approved
2150,07/02/2019,16:08:00,Withdrawal,$     2.50,$   100.00,Approved
2153,07/03/2019,10:35:24,Withdrawal,$     2.50,$   400.00,Approved
2154,07/03/2019,10:37:02,Withdrawal,$     2.50,$    40.00,Approved
2155,07/02/2019,21:26:38,Withdrawal,$     2.50,$    20.00,Approved
2156,07/03/2019,20:14:24,Withdrawal,$     2.50,$    20.00,Approved
2157,07/03/2019,18:22:03,Withdrawal,$     2.50,$    80.00,Approved
2159,07/03/2019,10:36:17,Withdrawal,$     0.00,$    40.00,Bad Pin
2161,07/04/2019,11:41:54,Withdrawal,$     2.50,$    20.00,Approved
2163,07/04/2019,16:28:36,Withdrawal,$     2.50,$    20.00,Approved
2165,07/05/2019,14:10:12,Withdrawal,$     2.50,$    20.00,Approved
2168,07/05/2019,20:02:23,Withdrawal,$     2.50,$    80.00,Approved
2169,07/05/2019,21:10:21,Withdrawal,$     2.50,$    60.00,Approved
2170,07/05/2019,22:22:10,Withdrawal,$     2.50,$    40.00,Approved
2171,07/05/2019,22:23:21,Withdrawal,$     2.50,$   100.00,Approved
2172,07/05/2019,20:01:05,Withdrawal,$     2.50,$    60.00,Approved
2173,07/06/2019,13:46:51,Withdrawal,$     2.50,$    20.00,Approved
2174,07/06/2019,15:41:22,Withdrawal,$     2.50,$    60.00,Approved
2176,07/06/2019,19:13:00,Withdrawal,$     2.50,$    60.00,Approved
2177,07/06/2019,09:31:52,Withdrawal,$     2.50,$   100.00,Approved
2178,07/06/2019,21:33:06,Withdrawal,$     2.50,$    40.00,Approved
2183,07/08/2019,18:29:33,Withdrawal,$     2.50,$    40.00,Approved
2184,07/08/2019,17:37:16,Withdrawal,$     2.50,$   120.00,Approved
2187,07/09/2019,14:13:08,Withdrawal,$     2.50,$   100.00,Approved
2188,07/09/2019,17:08:43,Withdrawal,$     0.00,$   100.00,Insufficient Funds
2189,07/09/2019,17:10:24,Withdrawal,$     2.50,$    60.00,Approved
2191,07/09/2019,17:09:45,Withdrawal,$     0.00,$    80.00,Insufficient Funds
2192,07/09/2019,20:43:11,Withdrawal,$     2.50,$   100.00,Approved
2193,07/09/2019,18:58:16,Withdrawal,$     0.00,$    60.00,Bad Card
2196,07/09/2019,20:08:01,Withdrawal,$     2.50,$   100.00,Approved
2197,07/10/2019,16:49:35,Withdrawal,$     2.50,$   120.00,Approved
2198,07/10/2019,20:01:48,Withdrawal,$     2.50,$    20.00,Approved
2199,07/10/2019,17:26:06,Withdrawal,$     2.50,$    20.00,Approved
2200,07/10/2019,20:03:29,Withdrawal,$     2.50,$   100.00,Approved
2201,07/10/2019,16:55:00,Withdrawal,$     2.50,$   100.00,Approved
2203,07/10/2019,20:50:11,Withdrawal,$     2.50,$    80.00,Approved
2204,07/11/2019,18:14:41,Withdrawal,$     2.50,$    20.00,Approved
2205,07/11/2019,19:41:39,Withdrawal,$     2.50,$    40.00,Approved
2206,07/11/2019,20:19:23,Withdrawal,$     2.50,$    20.00,Approved
2209,07/12/2019,10:41:59,Withdrawal,$     2.50,$    60.00,Approved
2210,07/12/2019,15:37:11,Withdrawal,$     0.00,$    20.00,Bad Transaction
2212,07/12/2019,15:56:50,Withdrawal,$     2.50,$   100.00,Approved
2213,07/12/2019,17:58:30,Withdrawal,$     2.50,$    20.00,Approved
2214,07/12/2019,16:32:07,Withdrawal,$     2.50,$    60.00,Approved
2217,07/13/2019,09:50:11,Withdrawal,$     2.50,$    40.00,Approved
2218,07/13/2019,10:21:05,Withdrawal,$     2.50,$    80.00,Approved
2219,07/13/2019,13:22:36,Withdrawal,$     2.50,$    20.00,Approved
2220,07/13/2019,19:34:58,Withdrawal,$     2.50,$    20.00,Approved
2221,07/12/2019,14:54:32,Withdrawal,$     2.50,$    60.00,Approved
2223,07/13/2019,13:21:25,Withdrawal,$     2.50,$    40.00,Approved
2225,07/13/2019,22:36:02,Withdrawal,$     2.50,$    40.00,Approved
2226,07/14/2019,13:09:42,Withdrawal,$     2.50,$   100.00,Approved
2227,07/14/2019,10:26:47,Withdrawal,$     2.50,$    80.00,Approved
2228,07/14/2019,13:43:43,Withdrawal,$     2.50,$   100.00,Approved
2230,07/13/2019,22:37:08,Withdrawal,$     2.50,$    40.00,Approved
2231,07/15/2019,11:18:21,Withdrawal,$     2.50,$   100.00,Approved
2233,07/15/2019,13:55:44,Withdrawal,$     2.50,$   200.00,Approved
2234,07/15/2019,10:23:39,Withdrawal,$     2.50,$    20.00,Approved
2235,07/15/2019,20:08:42,Withdrawal,$     2.50,$    20.00,Approved
2236,07/15/2019,18:20:52,Withdrawal,$     2.50,$    20.00,Approved
2240,07/15/2019,21:06:19,Withdrawal,$     2.50,$   100.00,Approved
2241,07/15/2019,12:35:27,Withdrawal,$     2.50,$    40.00,Approved
2242,07/17/2019,17:30:42,Withdrawal,$     2.50,$    80.00,Approved
2243,07/17/2019,16:49:14,Withdrawal,$     2.50,$    40.00,Approved
2245,07/17/2019,17:35:46,Withdrawal,$     2.50,$    80.00,Approved
2248,07/17/2019,20:38:13,Withdrawal,$     2.50,$   160.00,Approved
2249,07/18/2019,12:15:45,Withdrawal,$     0.00,$   200.00,Not Accepted
2250,07/18/2019,12:56:56,Withdrawal,$     2.50,$    40.00,Approved
2252,07/18/2019,16:01:25,Withdrawal,$     2.50,$   100.00,Approved
2253,07/18/2019,12:16:42,Withdrawal,$     2.50,$    60.00,Approved
2254,07/19/2019,12:34:37,Withdrawal,$     2.50,$   100.00,Approved
2255,07/19/2019,12:37:09,Withdrawal,$     2.50,$   100.00,Approved
2256,07/19/2019,12:36:18,Withdrawal,$     2.50,$   100.00,Approved
2257,07/19/2019,18:16:38,Withdrawal,$     2.50,$   120.00,Approved
2258,07/19/2019,18:22:38,Withdrawal,$     2.50,$    60.00,Approved
2262,07/20/2019,17:24:00,Withdrawal,$     2.50,$    40.00,Approved
2265,07/21/2019,17:10:48,Withdrawal,$     2.50,$   120.00,Approved
2267,07/21/2019,12:05:12,Withdrawal,$     2.50,$    20.00,Approved
2269,07/21/2019,17:41:13,Withdrawal,$     2.50,$    80.00,Approved
2270,07/22/2019,14:03:59,Withdrawal,$     2.50,$   200.00,Approved
2271,07/21/2019,19:10:58,Withdrawal,$     2.50,$    20.00,Approved
2272,07/22/2019,14:24:12,Withdrawal,$     2.50,$    20.00,Approved
2273,07/22/2019,18:34:20,Withdrawal,$     2.50,$   100.00,Approved
2276,07/23/2019,12:42:16,Withdrawal,$     2.50,$    20.00,Approved
2279,07/23/2019,20:25:44,Withdrawal,$     2.50,$   300.00,Approved
2281,07/24/2019,11:50:48,Withdrawal,$     2.50,$   100.00,Approved
2283,07/24/2019,11:54:36,Withdrawal,$     2.50,$   120.00,Approved
2284,07/25/2019,09:59:32,Withdrawal,$     2.50,$   200.00,Approved
2285,07/24/2019,10:02:21,Withdrawal,$     2.50,$   100.00,Approved
2286,07/25/2019,11:48:21,Withdrawal,$     2.50,$   100.00,Approved
2287,07/25/2019,15:24:40,Withdrawal,$     2.50,$   200.00,Approved
2290,07/25/2019,20:15:49,Withdrawal,$     2.50,$    40.00,Approved
2291,07/26/2019,10:35:14,Withdrawal,$     2.50,$    40.00,Approved
2292,07/26/2019,10:34:32,Withdrawal,$     0.00,$    40.00,Not Accepted
2293,07/26/2019,18:39:56,Withdrawal,$     2.50,$    60.00,Approved
2295,07/26/2019,18:20:31,Withdrawal,$     2.50,$    60.00,Approved
2296,07/26/2019,22:00:40,Withdrawal,$     0.00,$    40.00,Bad Transaction
2298,07/27/2019,10:34:25,Withdrawal,$     2.50,$   100.00,Approved
2299,07/27/2019,11:57:53,Withdrawal,$     2.50,$    60.00,Approved
2301,07/27/2019,13:05:54,Withdrawal,$     2.50,$    80.00,Approved
2302,07/27/2019,14:30:29,Withdrawal,$     2.50,$   200.00,Approved
2303,07/27/2019,10:32:21,Withdrawal,$     2.50,$    40.00,Approved
2304,07/27/2019,17:08:04,Withdrawal,$     2.50,$    60.00,Approved
2305,07/27/2019,14:23:40,Withdrawal,$     2.50,$    20.00,Approved
2308,07/27/2019,16:58:15,Withdrawal,$     2.50,$   120.00,Approved
2309,07/28/2019,18:15:36,Withdrawal,$     2.50,$    40.00,Approved
2310,07/28/2019,11:55:00,Withdrawal,$     2.50,$    20.00,Approved
2312,07/27/2019,21:22:02,Withdrawal,$     2.50,$    60.00,Approved
2315,07/29/2019,20:25:32,Withdrawal,$     2.50,$    40.00,Approved
2316,07/30/2019,16:31:30,Withdrawal,$     2.50,$    20.00,Approved
2318,07/30/2019,16:46:09,Withdrawal,$     2.50,$    60.00,Approved
2321,07/31/2019,13:42:47,Withdrawal,$     0.00,$    20.00,Not Accepted
2323,07/31/2019,18:45:11,Withdrawal,$     2.50,$    60.00,Approved
2324,08/01/2019,12:39:01,Withdrawal,$     2.50,$    20.00,Approved
2327,08/01/2019,14:43:51,Withdrawal,$     2.50,$   120.00,Approved
2328,08/01/2019,20:58:08,Withdrawal,$     2.50,$    60.00,Approved
2330,08/02/2019,09:12:10,Withdrawal,$     2.50,$   120.00,Approved
2332,08/02/2019,20:23:15,Withdrawal,$     2.50,$   300.00,Approved
2333,08/02/2019,17:36:30,Withdrawal,$     2.50,$   100.00,Approved
2334,08/03/2019,11:43:33,Withdrawal,$     2.50,$   200.00,Approved
2336,08/03/2019,15:37:33,Withdrawal,$     2.50,$    40.00,Approved
2338,08/03/2019,17:50:39,Withdrawal,$     2.50,$    20.00,Approved
2340,08/03/2019,21:44:09,Withdrawal,$     2.50,$    60.00,Approved
2341,08/04/2019,20:28:07,Withdrawal,$     2.50,$   160.00,Approved
2343,08/04/2019,13:47:22,Withdrawal,$     2.50,$   100.00,Approved
2344,08/05/2019,14:55:52,Withdrawal,$     0.00,$    20.00,Insufficient Funds
2346,08/05/2019,14:57:07,Withdrawal,$     2.50,$    20.00,Approved
2347,08/05/2019,17:45:00,Withdrawal,$     2.50,$   100.00,Approved
2351,08/06/2019,10:46:18,Withdrawal,$     2.50,$    40.00,Approved
2352,08/06/2019,11:34:34,Withdrawal,$     2.50,$   200.00,Approved
2353,08/06/2019,18:30:58,Withdrawal,$     2.50,$    60.00,Approved
2354,08/06/2019,12:00:24,Withdrawal,$     2.50,$   100.00,Approved
2355,08/06/2019,18:12:48,Withdrawal,$     2.50,$   200.00,Approved
2359,08/07/2019,14:40:46,Withdrawal,$     0.00,$   400.00,Bad Transaction
2360,08/07/2019,14:41:32,Withdrawal,$     0.00,$   400.00,Bad Pin
2361,08/07/2019,14:42:16,Withdrawal,$     2.50,$   400.00,Approved
2362,08/08/2019,11:30:36,Withdrawal,$     2.50,$   300.00,Approved
2364,08/08/2019,18:04:51,Withdrawal,$     2.50,$    60.00,Approved
2365,08/08/2019,18:53:46,Withdrawal,$     2.50,$    80.00,Approved
2366,08/08/2019,18:33:27,Withdrawal,$     2.50,$    60.00,Approved
2369,08/09/2019,11:23:43,Withdrawal,$     2.50,$   200.00,Approved
2370,08/09/2019,19:59:28,Withdrawal,$     2.50,$    80.00,Approved
2371,08/09/2019,16:25:11,Withdrawal,$     2.50,$   100.00,Approved
2374,08/10/2019,10:00:20,Withdrawal,$     2.50,$   100.00,Approved
2375,08/10/2019,11:36:56,Withdrawal,$     2.50,$    40.00,Approved
2376,08/10/2019,11:36:20,Withdrawal,$     0.00,$    40.00,Bad Card
2378,08/10/2019,13:18:00,Withdrawal,$     2.50,$    40.00,Approved
2379,08/10/2019,15:13:48,Withdrawal,$     2.50,$    40.00,Approved
2380,08/10/2019,14:14:08,Withdrawal,$     2.50,$    60.00,Approved
2381,08/10/2019,15:27:27,Withdrawal,$     2.50,$   100.00,Approved
2383,08/10/2019,15:12:40,Withdrawal,$     0.00,$    40.00,Bad Pin
2384,08/11/2019,19:53:07,Withdrawal,$     2.50,$   120.00,Approved
2386,08/11/2019,10:10:36,Withdrawal,$     2.50,$   100.00,Approved
2388,08/12/2019,14:13:24,Withdrawal,$     2.50,$   100.00,Approved
2389,08/12/2019,16:57:28,Withdrawal,$     2.50,$    20.00,Approved
2392,08/13/2019,08:52:35,Withdrawal,$     2.50,$    20.00,Approved
2394,08/13/2019,18:27:20,Withdrawal,$     2.50,$    20.00,Approved
2395,08/14/2019,10:08:28,Withdrawal,$     2.50,$    60.00,Approved
2398,08/14/2019,14:47:37,Withdrawal,$     2.50,$    60.00,Approved
2400,08/15/2019,10:55:33,Withdrawal,$     2.50,$   200.00,Approved
2403,08/15/2019,13:50:44,Withdrawal,$     2.50,$   300.00,Approved
2404,08/15/2019,18:08:18,Withdrawal,$     2.50,$   100.00,Approved
2405,08/15/2019,16:20:53,Withdrawal,$     2.50,$    40.00,Approved
2406,08/15/2019,13:51:54,Withdrawal,$     2.50,$   300.00,Approved
2407,08/15/2019,18:50:10,Withdrawal,$     2.50,$   400.00,Approved
2408,08/15/2019,18:54:51,Withdrawal,$     0.00,$   200.00,Bad Card
2409,08/15/2019,18:49:20,Withdrawal,$     2.50,$   400.00,Approved
2411,08/15/2019,19:49:16,Withdrawal,$     2.50,$   140.00,Approved
2412,08/15/2019,21:18:00,Withdrawal,$     2.50,$   100.00,Approved
2413,08/16/2019,16:07:05,Withdrawal,$     2.50,$   100.00,Approved
2414,08/15/2019,18:57:26,Withdrawal,$     2.50,$   200.00,Approved
2416,08/16/2019,19:59:58,Withdrawal,$     2.50,$   160.00,Approved
2417,08/16/2019,10:15:08,Withdrawal,$     2.50,$    60.00,Approved
2418,08/17/2019,16:11:57,Withdrawal,$     2.50,$    80.00,Approved
2420,08/17/2019,22:41:05,Withdrawal,$     2.50,$   120.00,Approved
2422,08/18/2019,12:29:08,Withdrawal,$     2.50,$    40.00,Approved
2424,08/18/2019,17:00:46,Withdrawal,$     2.50,$   140.00,Approved
2426,08/19/2019,11:10:20,Withdrawal,$     2.50,$    20.00,Approved
2427,08/19/2019,14:55:34,Withdrawal,$     0.00,$   100.00,Bad Pin
2428,08/19/2019,14:56:21,Withdrawal,$     2.50,$   100.00,Approved
2429,08/19/2019,15:40:08,Withdrawal,$     2.50,$    60.00,Approved
2430,08/19/2019,17:08:36,Withdrawal,$     2.50,$    60.00,Approved
2433,08/20/2019,08:20:44,Withdrawal,$     2.50,$   100.00,Approved
2434,08/20/2019,11:10:48,Withdrawal,$     2.50,$   100.00,Approved
2435,08/21/2019,11:50:49,Withdrawal,$     2.50,$   100.00,Approved
2439,08/21/2019,11:52:01,Withdrawal,$     2.50,$    40.00,Approved
2440,08/21/2019,14:38:30,Withdrawal,$     2.50,$    20.00,Approved
2443,08/22/2019,08:22:15,Withdrawal,$     2.50,$    20.00,Approved
2444,08/22/2019,16:21:23,Withdrawal,$     2.50,$   100.00,Approved
2445,08/22/2019,16:11:00,Withdrawal,$     2.50,$    80.00,Approved
2446,08/22/2019,18:43:39,Withdrawal,$     2.50,$   200.00,Approved
2447,08/22/2019,16:50:31,Withdrawal,$     2.50,$    40.00,Approved
2448,08/22/2019,19:20:52,Withdrawal,$     2.50,$   100.00,Approved
2449,08/22/2019,09:03:06,Withdrawal,$     2.50,$   160.00,Approved
2450,08/22/2019,19:35:17,Withdrawal,$     2.50,$   220.00,Approved
2451,08/22/2019,20:13:50,Withdrawal,$     0.00,$   380.00,Insufficient Funds
2452,08/23/2019,16:58:19,Withdrawal,$     2.50,$   100.00,Approved
2454,08/23/2019,17:29:55,Withdrawal,$     2.50,$    20.00,Approved
2456,08/23/2019,19:02:56,Withdrawal,$     2.50,$   260.00,Approved
2457,08/23/2019,19:56:46,Withdrawal,$     2.50,$    80.00,Approved
2460,08/24/2019,10:00:47,Withdrawal,$     2.50,$    20.00,Approved
2461,08/24/2019,10:00:03,Withdrawal,$     2.50,$    60.00,Approved
2462,08/23/2019,20:20:38,Withdrawal,$     2.50,$   100.00,Approved
2463,08/24/2019,12:21:02,Withdrawal,$     2.50,$   300.00,Approved
2464,08/24/2019,13:55:45,Withdrawal,$     2.50,$   400.00,Approved
2465,08/24/2019,17:04:21,Withdrawal,$     2.50,$    40.00,Approved
2466,08/24/2019,17:51:10,Withdrawal,$     2.50,$    60.00,Approved
2468,08/24/2019,11:11:22,Withdrawal,$     2.50,$    60.00,Approved
2469,08/25/2019,09:19:19,Withdrawal,$     2.50,$    40.00,Approved
2470,08/25/2019,16:10:22,Withdrawal,$     0.00,$    20.00,Insufficient Funds
2471,08/24/2019,19:15:57,Withdrawal,$     2.50,$   400.00,Approved
2473,08/25/2019,16:11:09,Withdrawal,$     2.50,$    20.00,Approved
2474,08/25/2019,17:18:19,Withdrawal,$     2.50,$    60.00,Approved
2476,08/25/2019,11:24:42,Withdrawal,$     2.50,$   100.00,Approved
2477,08/26/2019,11:06:27,Withdrawal,$     0.00,$   100.00,Bad Transaction
2479,08/26/2019,12:04:12,Withdrawal,$     2.50,$   100.00,Approved
2481,08/28/2019,08:36:15,Withdrawal,$     2.50,$    60.00,Approved
2482,08/28/2019,10:51:55,Withdrawal,$     2.50,$   180.00,Approved
